Human_Ensembl1,Human_Ensembl2,pdbid,is_true_contact,interface_area,direct_contact_prob,pearson_correlation_coefficient,unique_values1,unique_values2
ENSG00000170860,ENSG00000204392,4c8q,1,67.4,0.05,0.502869316,,
ENSG00000170860,ENSG00000106355,4c8q,0,None,0,0.454806509,,
ENSG00000175324,ENSG00000130520,4c8q,1,577.1,0,0.116974094,,
ENSG00000175324,ENSG00000204392,4c8q,1,680,0,0.121178353,,
ENSG00000175324,ENSG00000164167,4c8q,0,None,0,0.09951868,,
ENSG00000175324,ENSG00000166889,4c8q,0,None,0,0.173149385,,
ENSG00000175324,ENSG00000130332,4c8q,0,None,0,0.179074512,,
ENSG00000175324,ENSG00000170860,4c8q,0,None,0,0.310057069,,
ENSG00000175324,ENSG00000106355,4c8q,0,None,0,0.091164901,,
ENSG00000204392,ENSG00000130520,4c8q,0,None,0.1,0.544501723,,
ENSG00000037241,ENSG00000147403,4byn,0,None,0.05,0.039850462,,
ENSG00000037241,ENSG00000198918,4byn,1,78,0,0.034794698,,
ENSG00000037241,ENSG00000174444,4byn,1,196,0,0.058601793,,
ENSG00000037241,ENSG00000130255,4byn,0,None,0,0.383572194,,
ENSG00000037241,ENSG00000148303,4byn,0,None,0,0.452932938,,
ENSG00000037241,ENSG00000136942,4byn,0,None,0,0.642708471,,
ENSG00000037241,ENSG00000109475,4byn,0,None,0,0.167233823,,
ENSG00000037241,ENSG00000144713,4byn,0,None,0,0.015765649,,
ENSG00000037241,ENSG00000114391,4byn,0,None,0,0.155415493,,
ENSG00000037241,ENSG00000142676,4byn,0,None,0,0.031107513,,
ENSG00000037241,ENSG00000105640,4byn,0,None,0,-0.022389538,,
ENSG00000037241,ENSG00000161016,4byn,0,None,0,0.239012139,,
ENSG00000037241,ENSG00000198242,4byn,0,None,0,-1.50E-05,,
ENSG00000037241,ENSG00000071082,4byn,0,None,0,0.000733853,,
ENSG00000037241,ENSG00000182899,4byn,0,None,0,0.306380858,,
ENSG00000037241,ENSG00000125691,4byn,0,None,0,0.082374433,,
ENSG00000037241,ENSG00000167526,4byn,0,None,0,0.024679817,,
ENSG00000037241,ENSG00000172809,4byn,0,None,0,0.054494367,,
ENSG00000037241,ENSG00000166441,4byn,0,None,0,0.217533815,,
ENSG00000037241,ENSG00000089157,4byn,0,None,0,0.061002227,,
ENSG00000037241,ENSG00000100316,4byn,0,None,0,0.378110934,,
ENSG00000037241,ENSG00000131469,4byn,0,None,0,0.091590656,,
ENSG00000037241,ENSG00000122406,4byn,0,None,0,0.061394402,,
ENSG00000037241,ENSG00000174748,4byn,0,None,0,0.33405478,,
ENSG00000037241,ENSG00000122026,4byn,0,None,0,0.082179198,,
ENSG00000037241,ENSG00000163584,4byn,0,None,0,-0.035903863,,
ENSG00000037241,ENSG00000108298,4byn,0,None,0,-0.001433393,,
ENSG00000037241,ENSG00000147604,4byn,0,None,0,0.070787844,,
ENSG00000037241,ENSG00000221983,4byn,0,None,0,0.080922748,,
ENSG00000037241,ENSG00000142541,4byn,0,None,0,-0.003132659,,
ENSG00000037241,ENSG00000156482,4byn,0,None,0,0.042090383,,
ENSG00000037241,ENSG00000063177,4byn,0,None,0,0.146243289,,
ENSG00000037241,ENSG00000163682,4byn,0,None,0,-0.003096757,,
ENSG00000037241,ENSG00000145592,4byn,0,None,0,0.203798147,,
ENSG00000037241,ENSG00000089009,4byn,0,None,0,0.398149325,,
ENSG00000063177,ENSG00000163682,4byn,0,None,0,0.083704,,
ENSG00000063177,ENSG00000145592,4byn,0,None,0,0.12730336,,
ENSG00000063177,ENSG00000089009,4byn,0,None,0,0.305896546,,
ENSG00000071082,ENSG00000182899,4byn,0,None,0,-0.017523184,,
ENSG00000071082,ENSG00000125691,4byn,0,None,0,0.190985616,,
ENSG00000071082,ENSG00000167526,4byn,0,None,0,0.025213112,,
ENSG00000071082,ENSG00000174444,4byn,0,None,0,0.071672768,,
ENSG00000071082,ENSG00000172809,4byn,0,None,0,0.097248883,,
ENSG00000071082,ENSG00000166441,4byn,0,None,0,0.025687281,,
ENSG00000071082,ENSG00000089157,4byn,0,None,0,0.135479419,,
ENSG00000071082,ENSG00000100316,4byn,0,None,0,0.006201904,,
ENSG00000071082,ENSG00000131469,4byn,0,None,0,0.042007261,,
ENSG00000071082,ENSG00000122406,4byn,0,None,0,0.209620907,,
ENSG00000071082,ENSG00000174748,4byn,0,None,0,0.007891248,,
ENSG00000071082,ENSG00000122026,4byn,0,None,0,0.112890328,,
ENSG00000071082,ENSG00000163584,4byn,0,None,0,-0.032057834,,
ENSG00000071082,ENSG00000108298,4byn,0,None,0,0.028346104,,
ENSG00000071082,ENSG00000147604,4byn,0,None,0,0.007373163,,
ENSG00000071082,ENSG00000147403,4byn,0,None,0,0.077866377,,
ENSG00000071082,ENSG00000221983,4byn,0,None,0,0.117431759,,
ENSG00000071082,ENSG00000142541,4byn,0,None,0,0.017972968,,
ENSG00000071082,ENSG00000156482,4byn,0,None,0,0.059682646,,
ENSG00000071082,ENSG00000063177,4byn,0,None,0,0.023760472,,
ENSG00000071082,ENSG00000163682,4byn,0,None,0,-0.004943722,,
ENSG00000071082,ENSG00000145592,4byn,0,None,0,-0.020156612,,
ENSG00000071082,ENSG00000089009,4byn,0,None,0,0.015045616,,
ENSG00000089157,ENSG00000100316,4byn,0,None,0,0.203917159,,
ENSG00000089157,ENSG00000131469,4byn,0,None,0,0.256210476,,
ENSG00000089157,ENSG00000122406,4byn,0,None,0,0.429613858,,
ENSG00000089157,ENSG00000174748,4byn,0,None,0,0.174648849,,
ENSG00000089157,ENSG00000122026,4byn,0,None,0,0.224173126,,
ENSG00000089157,ENSG00000163584,4byn,0,None,0,-0.013178851,,
ENSG00000089157,ENSG00000108298,4byn,0,None,0,0.19111087,,
ENSG00000089157,ENSG00000147604,4byn,0,None,0,0.207846299,,
ENSG00000089157,ENSG00000147403,4byn,0,None,0,0.194048376,,
ENSG00000089157,ENSG00000221983,4byn,0,None,0,0.012746673,,
ENSG00000089157,ENSG00000142541,4byn,0,None,0,0.145914538,,
ENSG00000089157,ENSG00000156482,4byn,0,None,0,0.420625481,,
ENSG00000089157,ENSG00000063177,4byn,0,None,0,0.227003586,,
ENSG00000089157,ENSG00000163682,4byn,0,None,0,0.010825045,,
ENSG00000089157,ENSG00000145592,4byn,0,None,0,0.104642632,,
ENSG00000089157,ENSG00000089009,4byn,0,None,0,0.221417965,,
ENSG00000100316,ENSG00000131469,4byn,0,None,0.55,0.445274839,,
ENSG00000100316,ENSG00000089009,4byn,0,None,0.5,0.790206458,,
ENSG00000100316,ENSG00000174748,4byn,0,None,0.2,0.400183675,,
ENSG00000100316,ENSG00000147604,4byn,0,None,0.15,0.611358431,,
ENSG00000100316,ENSG00000145592,4byn,0,None,0.1,0.5842604,,
ENSG00000100316,ENSG00000142541,4byn,1,398.9,0,0.108202599,,
ENSG00000100316,ENSG00000122406,4byn,0,None,0,0.181395513,,
ENSG00000100316,ENSG00000122026,4byn,0,None,0,0.248383186,,
ENSG00000100316,ENSG00000163584,4byn,0,None,0,-0.115770267,,
ENSG00000100316,ENSG00000108298,4byn,0,None,0,0.277077842,,
ENSG00000100316,ENSG00000147403,4byn,0,None,0,0.214976097,,
ENSG00000100316,ENSG00000221983,4byn,0,None,0,-0.024271879,,
ENSG00000100316,ENSG00000156482,4byn,0,None,0,0.194372657,,
ENSG00000100316,ENSG00000063177,4byn,0,None,0,0.302536712,,
ENSG00000100316,ENSG00000163682,4byn,0,None,0,0.001055434,,
ENSG00000105640,ENSG00000142541,4byn,1,653.3,0.1,0.182156208,,
ENSG00000105640,ENSG00000108298,4byn,0,None,0.1,0.116346055,,
ENSG00000105640,ENSG00000147403,4byn,1,55.7,0.05,0.119672948,,
ENSG00000105640,ENSG00000167526,4byn,0,None,0.05,0.090890921,,
ENSG00000105640,ENSG00000174444,4byn,1,224.2,0,0.06732977,,
ENSG00000105640,ENSG00000163682,4byn,1,296.1,0,-0.005085135,,
ENSG00000105640,ENSG00000147604,4byn,1,443.6,0,0.040614667,,
ENSG00000105640,ENSG00000122026,4byn,1,906.1,0,0.060307328,,
ENSG00000105640,ENSG00000161016,4byn,0,None,0,0.054452581,,
ENSG00000105640,ENSG00000198918,4byn,0,None,0,0.016242961,,
ENSG00000105640,ENSG00000198242,4byn,0,None,0,-0.011798317,,
ENSG00000105640,ENSG00000071082,4byn,0,None,0,-0.011755579,,
ENSG00000105640,ENSG00000182899,4byn,0,None,0,0.00404257,,
ENSG00000105640,ENSG00000125691,4byn,0,None,0,0.058927821,,
ENSG00000105640,ENSG00000172809,4byn,0,None,0,0.017376357,,
ENSG00000105640,ENSG00000166441,4byn,0,None,0,0.075061307,,
ENSG00000105640,ENSG00000089157,4byn,0,None,0,0.018690358,,
ENSG00000105640,ENSG00000100316,4byn,0,None,0,0.070649213,,
ENSG00000105640,ENSG00000131469,4byn,0,None,0,0.086034339,,
ENSG00000105640,ENSG00000122406,4byn,0,None,0,0.024941158,,
ENSG00000105640,ENSG00000174748,4byn,0,None,0,0.156596153,,
ENSG00000105640,ENSG00000163584,4byn,0,None,0,0.092812382,,
ENSG00000105640,ENSG00000221983,4byn,0,None,0,-0.022773989,,
ENSG00000105640,ENSG00000156482,4byn,0,None,0,-0.035799013,,
ENSG00000105640,ENSG00000063177,4byn,0,None,0,0.138890589,,
ENSG00000105640,ENSG00000145592,4byn,0,None,0,-0.002105396,,
ENSG00000105640,ENSG00000089009,4byn,0,None,0,0.022002819,,
ENSG00000108298,ENSG00000147604,4byn,0,None,0.4,0.406269113,,
ENSG00000108298,ENSG00000063177,4byn,0,None,0.15,0.832965347,,
ENSG00000108298,ENSG00000145592,4byn,0,None,0.1,0.122275805,,
ENSG00000108298,ENSG00000147403,4byn,0,None,0.05,0.718717,,
ENSG00000108298,ENSG00000221983,4byn,0,None,0,-0.000916618,,
ENSG00000108298,ENSG00000142541,4byn,0,None,0,0.706898963,,
ENSG00000108298,ENSG00000156482,4byn,0,None,0,0.175632007,,
ENSG00000108298,ENSG00000163682,4byn,0,None,0,0.086148939,,
ENSG00000108298,ENSG00000089009,4byn,0,None,0,0.291462193,,
ENSG00000109475,ENSG00000198918,4byn,1,68.6,0,0.011214154,,
ENSG00000109475,ENSG00000156482,4byn,1,265.6,0,0.123062886,,
ENSG00000109475,ENSG00000131469,4byn,1,659.9,0,0.171936214,,
ENSG00000109475,ENSG00000144713,4byn,0,None,0,0.104285358,,
ENSG00000109475,ENSG00000114391,4byn,0,None,0,0.195155081,,
ENSG00000109475,ENSG00000142676,4byn,0,None,0,0.017763911,,
ENSG00000109475,ENSG00000105640,4byn,0,None,0,-0.015943596,,
ENSG00000109475,ENSG00000161016,4byn,0,None,0,0.326963981,,
ENSG00000109475,ENSG00000198242,4byn,0,None,0,0.301885743,,
ENSG00000109475,ENSG00000071082,4byn,0,None,0,0.031216551,,
ENSG00000109475,ENSG00000182899,4byn,0,None,0,0.015232833,,
ENSG00000109475,ENSG00000125691,4byn,0,None,0,0.079840479,,
ENSG00000109475,ENSG00000167526,4byn,0,None,0,0.01923502,,
ENSG00000109475,ENSG00000174444,4byn,0,None,0,0.095041885,,
ENSG00000109475,ENSG00000172809,4byn,0,None,0,0.232660537,,
ENSG00000109475,ENSG00000166441,4byn,0,None,0,0.130866536,,
ENSG00000109475,ENSG00000089157,4byn,0,None,0,0.075359464,,
ENSG00000109475,ENSG00000100316,4byn,0,None,0,0.137350813,,
ENSG00000109475,ENSG00000122406,4byn,0,None,0,0.328313078,,
ENSG00000109475,ENSG00000174748,4byn,0,None,0,0.329556879,,
ENSG00000109475,ENSG00000122026,4byn,0,None,0,0.133629475,,
ENSG00000109475,ENSG00000163584,4byn,0,None,0,0.101979817,,
ENSG00000109475,ENSG00000108298,4byn,0,None,0,0.028550219,,
ENSG00000109475,ENSG00000147604,4byn,0,None,0,0.03570143,,
ENSG00000109475,ENSG00000147403,4byn,0,None,0,0.103094603,,
ENSG00000109475,ENSG00000221983,4byn,0,None,0,0.006541208,,
ENSG00000109475,ENSG00000142541,4byn,0,None,0,0.010937845,,
ENSG00000109475,ENSG00000063177,4byn,0,None,0,0.089290064,,
ENSG00000109475,ENSG00000163682,4byn,0,None,0,0.001936166,,
ENSG00000109475,ENSG00000145592,4byn,0,None,0,0.001481194,,
ENSG00000109475,ENSG00000089009,4byn,0,None,0,0.075429403,,
ENSG00000114391,ENSG00000122026,4byn,0,None,0.7,0.787200708,,
ENSG00000114391,ENSG00000166441,4byn,0,None,0.35,0.783063561,,
ENSG00000114391,ENSG00000174444,4byn,0,None,0.3,0.735302918,,
ENSG00000114391,ENSG00000108298,4byn,0,None,0.2,0.775275784,,
ENSG00000114391,ENSG00000131469,4byn,0,None,0.15,0.49410761,,
ENSG00000114391,ENSG00000172809,4byn,0,None,0.1,0.282591512,,
ENSG00000114391,ENSG00000125691,4byn,1,484.6,0.05,0.43457515,,
ENSG00000114391,ENSG00000198242,4byn,0,None,0.05,0.158564822,,
ENSG00000114391,ENSG00000100316,4byn,1,587.2,0,0.376063848,,
ENSG00000114391,ENSG00000142676,4byn,0,None,0,0.173212948,,
ENSG00000114391,ENSG00000105640,4byn,0,None,0,0.105897666,,
ENSG00000114391,ENSG00000161016,4byn,0,None,0,0.410816862,,
ENSG00000114391,ENSG00000198918,4byn,0,None,0,0.444940985,,
ENSG00000114391,ENSG00000071082,4byn,0,None,0,0.072334601,,
ENSG00000114391,ENSG00000182899,4byn,0,None,0,0.200270127,,
ENSG00000114391,ENSG00000167526,4byn,0,None,0,0.701298277,,
ENSG00000114391,ENSG00000089157,4byn,0,None,0,0.261296097,,
ENSG00000114391,ENSG00000122406,4byn,0,None,0,0.34278119,,
ENSG00000114391,ENSG00000174748,4byn,0,None,0,0.653479344,,
ENSG00000114391,ENSG00000163584,4byn,0,None,0,-0.250780543,,
ENSG00000114391,ENSG00000147604,4byn,0,None,0,0.375696012,,
ENSG00000114391,ENSG00000147403,4byn,0,None,0,0.599833033,,
ENSG00000114391,ENSG00000221983,4byn,0,None,0,-0.004863232,,
ENSG00000114391,ENSG00000142541,4byn,0,None,0,0.588074796,,
ENSG00000114391,ENSG00000156482,4byn,0,None,0,0.227058668,,
ENSG00000114391,ENSG00000063177,4byn,0,None,0,0.721788522,,
ENSG00000114391,ENSG00000163682,4byn,0,None,0,0.074184538,,
ENSG00000114391,ENSG00000145592,4byn,0,None,0,0.20112877,,
ENSG00000114391,ENSG00000089009,4byn,0,None,0,0.392319252,,
ENSG00000122026,ENSG00000108298,4byn,0,None,0.25,0.738328224,,
ENSG00000122026,ENSG00000089009,4byn,0,None,0.2,0.288896562,,
ENSG00000122026,ENSG00000147604,4byn,1,587,0.1,0.250375985,,
ENSG00000122026,ENSG00000063177,4byn,0,None,0.1,0.721714189,,
ENSG00000122026,ENSG00000147403,4byn,1,191.9,0,0.610891227,,
ENSG00000122026,ENSG00000163584,4byn,0,None,0,-0.170903901,,
ENSG00000122026,ENSG00000221983,4byn,0,None,0,-0.021398149,,
ENSG00000122026,ENSG00000142541,4byn,0,None,0,0.643326835,,
ENSG00000122026,ENSG00000156482,4byn,0,None,0,0.187292738,,
ENSG00000122026,ENSG00000163682,4byn,0,None,0,0.069626564,,
ENSG00000122026,ENSG00000145592,4byn,0,None,0,0.086004211,,
ENSG00000122406,ENSG00000156482,4byn,0,None,0.15,0.257254772,,
ENSG00000122406,ENSG00000147403,4byn,1,304.4,0,0.244648016,,
ENSG00000122406,ENSG00000122026,4byn,1,838.9,0,0.378194417,,
ENSG00000122406,ENSG00000174748,4byn,0,None,0,0.312191305,,
ENSG00000122406,ENSG00000163584,4byn,0,None,0,0.208985711,,
ENSG00000122406,ENSG00000108298,4byn,0,None,0,0.167206852,,
ENSG00000122406,ENSG00000147604,4byn,0,None,0,0.147701625,,
ENSG00000122406,ENSG00000221983,4byn,0,None,0,-0.00276551,,
ENSG00000122406,ENSG00000142541,4byn,0,None,0,0.127503832,,
ENSG00000122406,ENSG00000063177,4byn,0,None,0,0.178477426,,
ENSG00000122406,ENSG00000163682,4byn,0,None,0,0.004480421,,
ENSG00000122406,ENSG00000145592,4byn,0,None,0,0.048121185,,
ENSG00000122406,ENSG00000089009,4byn,0,None,0,0.1538767,,
ENSG00000125691,ENSG00000089157,4byn,0,None,0.15,0.354749009,,
ENSG00000125691,ENSG00000166441,4byn,0,None,0.05,0.390648205,,
ENSG00000125691,ENSG00000131469,4byn,0,None,0.05,0.385162626,,
ENSG00000125691,ENSG00000100316,4byn,1,446.7,0,0.291596626,,
ENSG00000125691,ENSG00000167526,4byn,0,None,0,0.350330472,,
ENSG00000125691,ENSG00000174444,4byn,0,None,0,0.396012883,,
ENSG00000125691,ENSG00000172809,4byn,0,None,0,0.298891033,,
ENSG00000125691,ENSG00000122406,4byn,0,None,0,0.333348475,,
ENSG00000125691,ENSG00000174748,4byn,0,None,0,0.343708059,,
ENSG00000125691,ENSG00000122026,4byn,0,None,0,0.38551822,,
ENSG00000125691,ENSG00000163584,4byn,0,None,0,-0.111474645,,
ENSG00000125691,ENSG00000108298,4byn,0,None,0,0.369761268,,
ENSG00000125691,ENSG00000147604,4byn,0,None,0,0.281192449,,
ENSG00000125691,ENSG00000147403,4byn,0,None,0,0.369020563,,
ENSG00000125691,ENSG00000221983,4byn,0,None,0,0.043301429,,
ENSG00000125691,ENSG00000142541,4byn,0,None,0,0.292315302,,
ENSG00000125691,ENSG00000156482,4byn,0,None,0,0.270408839,,
ENSG00000125691,ENSG00000063177,4byn,0,None,0,0.37266806,,
ENSG00000125691,ENSG00000163682,4byn,0,None,0,0.030247914,,
ENSG00000125691,ENSG00000145592,4byn,0,None,0,0.189138921,,
ENSG00000125691,ENSG00000089009,4byn,0,None,0,0.35607113,,
ENSG00000130255,ENSG00000174748,4byn,1,493.5,0.5,0.635715505,,
ENSG00000130255,ENSG00000100316,4byn,0,None,0.3,0.62448232,,
ENSG00000130255,ENSG00000145592,4byn,0,None,0.25,0.455196438,,
ENSG00000130255,ENSG00000136942,4byn,0,None,0.2,0.507394107,,
ENSG00000130255,ENSG00000166441,4byn,1,221.7,0.1,0.584170076,,
ENSG00000130255,ENSG00000182899,4byn,0,None,0.1,0.483813312,,
ENSG00000130255,ENSG00000142676,4byn,0,None,0.05,0.111955984,,
ENSG00000130255,ENSG00000161016,4byn,0,None,0.05,0.623176002,,
ENSG00000130255,ENSG00000174444,4byn,0,None,0.05,0.435432172,,
ENSG00000130255,ENSG00000131469,4byn,0,None,0.05,0.562294156,,
ENSG00000130255,ENSG00000108298,4byn,0,None,0.05,0.478777678,,
ENSG00000130255,ENSG00000089009,4byn,0,None,0.05,0.600578,,
ENSG00000130255,ENSG00000148303,4byn,1,309.9,0,0.760190528,,
ENSG00000130255,ENSG00000167526,4byn,1,636.7,0,0.303504976,,
ENSG00000130255,ENSG00000109475,4byn,0,None,0,0.217024741,,
ENSG00000130255,ENSG00000144713,4byn,0,None,0,0.171764605,,
ENSG00000130255,ENSG00000114391,4byn,0,None,0,0.59342135,,
ENSG00000130255,ENSG00000105640,4byn,0,None,0,0.036032415,,
ENSG00000130255,ENSG00000198918,4byn,0,None,0,0.572057319,,
ENSG00000130255,ENSG00000198242,4byn,0,None,0,0.154310105,,
ENSG00000130255,ENSG00000071082,4byn,0,None,0,0.001012035,,
ENSG00000130255,ENSG00000125691,4byn,0,None,0,0.356778436,,
ENSG00000130255,ENSG00000172809,4byn,0,None,0,0.25022535,,
ENSG00000130255,ENSG00000089157,4byn,0,None,0,0.201026953,,
ENSG00000130255,ENSG00000122406,4byn,0,None,0,0.29056912,,
ENSG00000130255,ENSG00000122026,4byn,0,None,0,0.423905277,,
ENSG00000130255,ENSG00000163584,4byn,0,None,0,-0.202592088,,
ENSG00000130255,ENSG00000147604,4byn,0,None,0,0.560356253,,
ENSG00000130255,ENSG00000147403,4byn,0,None,0,0.354728581,,
ENSG00000130255,ENSG00000221983,4byn,0,None,0,-0.047204497,,
ENSG00000130255,ENSG00000142541,4byn,0,None,0,0.261295403,,
ENSG00000130255,ENSG00000156482,4byn,0,None,0,0.263939556,,
ENSG00000130255,ENSG00000063177,4byn,0,None,0,0.429641989,,
ENSG00000130255,ENSG00000163682,4byn,0,None,0,0.032646636,,
ENSG00000131469,ENSG00000147604,4byn,0,None,0.35,0.418529543,,
ENSG00000131469,ENSG00000089009,4byn,0,None,0.2,0.387942697,,
ENSG00000131469,ENSG00000156482,4byn,1,506.6,0.05,0.255680974,,
ENSG00000131469,ENSG00000174748,4byn,0,None,0.05,0.482883354,,
ENSG00000131469,ENSG00000122026,4byn,0,None,0.05,0.415110778,,
ENSG00000131469,ENSG00000122406,4byn,0,None,0,0.376208399,,
ENSG00000131469,ENSG00000163584,4byn,0,None,0,-0.077631514,,
ENSG00000131469,ENSG00000108298,4byn,0,None,0,0.429386475,,
ENSG00000131469,ENSG00000147403,4byn,0,None,0,0.318598948,,
ENSG00000131469,ENSG00000221983,4byn,0,None,0,-0.055092351,,
ENSG00000131469,ENSG00000142541,4byn,0,None,0,0.238283752,,
ENSG00000131469,ENSG00000063177,4byn,0,None,0,0.392380767,,
ENSG00000131469,ENSG00000163682,4byn,0,None,0,0.017940823,,
ENSG00000131469,ENSG00000145592,4byn,0,None,0,0.318926343,,
ENSG00000136942,ENSG00000182899,4byn,0,None,0.45,0.418363821,,
ENSG00000136942,ENSG00000166441,4byn,0,None,0.4,0.313499358,,
ENSG00000136942,ENSG00000089009,4byn,0,None,0.4,0.555456229,,
ENSG00000136942,ENSG00000174748,4byn,1,328.6,0.35,0.295972045,,
ENSG00000136942,ENSG00000100316,4byn,0,None,0.2,0.559906269,,
ENSG00000136942,ENSG00000172809,4byn,0,None,0.1,0.1263362,,
ENSG00000136942,ENSG00000145592,4byn,1,160,0,0.289787281,,
ENSG00000136942,ENSG00000198242,4byn,1,771.8,0,0.023367523,,
ENSG00000136942,ENSG00000167526,4byn,1,933.5,0,0.079399849,,
ENSG00000136942,ENSG00000109475,4byn,0,None,0,0.138290623,,
ENSG00000136942,ENSG00000144713,4byn,0,None,0,0.049265359,,
ENSG00000136942,ENSG00000114391,4byn,0,None,0,0.222763419,,
ENSG00000136942,ENSG00000142676,4byn,0,None,0,0.04368324,,
ENSG00000136942,ENSG00000105640,4byn,0,None,0,0.02214108,,
ENSG00000136942,ENSG00000161016,4byn,0,None,0,0.331587707,,
ENSG00000136942,ENSG00000198918,4byn,0,None,0,0.189985583,,
ENSG00000136942,ENSG00000071082,4byn,0,None,0,-0.002901752,,
ENSG00000136942,ENSG00000125691,4byn,0,None,0,0.208082001,,
ENSG00000136942,ENSG00000174444,4byn,0,None,0,0.141230636,,
ENSG00000136942,ENSG00000089157,4byn,0,None,0,0.077837917,,
ENSG00000136942,ENSG00000131469,4byn,0,None,0,0.187133497,,
ENSG00000136942,ENSG00000122406,4byn,0,None,0,0.123611995,,
ENSG00000136942,ENSG00000122026,4byn,0,None,0,0.138894116,,
ENSG00000136942,ENSG00000163584,4byn,0,None,0,-0.067812317,,
ENSG00000136942,ENSG00000108298,4byn,0,None,0,0.101643793,,
ENSG00000136942,ENSG00000147604,4byn,0,None,0,0.219033936,,
ENSG00000136942,ENSG00000147403,4byn,0,None,0,0.127839188,,
ENSG00000136942,ENSG00000221983,4byn,0,None,0,-0.020893229,,
ENSG00000136942,ENSG00000142541,4byn,0,None,0,0.041357216,,
ENSG00000136942,ENSG00000156482,4byn,0,None,0,0.064642567,,
ENSG00000136942,ENSG00000063177,4byn,0,None,0,0.185973187,,
ENSG00000136942,ENSG00000163682,4byn,0,None,0,0.001055709,,
ENSG00000142541,ENSG00000063177,4byn,0,None,0.1,0.732396275,,
ENSG00000142541,ENSG00000089009,4byn,1,2.9,0,0.129308266,,
ENSG00000142541,ENSG00000163682,4byn,1,39.6,0,0.094977232,,
ENSG00000142541,ENSG00000156482,4byn,0,None,0,0.087589577,,
ENSG00000142541,ENSG00000145592,4byn,0,None,0,0.000599835,,
ENSG00000142676,ENSG00000167526,4byn,0,None,0.1,0.177969157,,
ENSG00000142676,ENSG00000122406,4byn,1,222.3,0,0.083754767,,
ENSG00000142676,ENSG00000105640,4byn,0,None,0,-0.041774715,,
ENSG00000142676,ENSG00000161016,4byn,0,None,0,0.035767184,,
ENSG00000142676,ENSG00000198918,4byn,0,None,0,0.060879819,,
ENSG00000142676,ENSG00000198242,4byn,0,None,0,0.047960227,,
ENSG00000142676,ENSG00000071082,4byn,0,None,0,0.034752005,,
ENSG00000142676,ENSG00000182899,4byn,0,None,0,0.022297189,,
ENSG00000142676,ENSG00000125691,4byn,0,None,0,0.218797512,,
ENSG00000142676,ENSG00000174444,4byn,0,None,0,0.176115482,,
ENSG00000142676,ENSG00000172809,4byn,0,None,0,0.062592763,,
ENSG00000142676,ENSG00000166441,4byn,0,None,0,0.163312169,,
ENSG00000142676,ENSG00000089157,4byn,0,None,0,0.091990206,,
ENSG00000142676,ENSG00000100316,4byn,0,None,0,0.064392219,,
ENSG00000142676,ENSG00000131469,4byn,0,None,0,0.083912018,,
ENSG00000142676,ENSG00000174748,4byn,0,None,0,0.134971248,,
ENSG00000142676,ENSG00000122026,4byn,0,None,0,0.162830966,,
ENSG00000142676,ENSG00000163584,4byn,0,None,0,-0.070937477,,
ENSG00000142676,ENSG00000108298,4byn,0,None,0,0.153076568,,
ENSG00000142676,ENSG00000147604,4byn,0,None,0,0.050977652,,
ENSG00000142676,ENSG00000147403,4byn,0,None,0,0.135814154,,
ENSG00000142676,ENSG00000221983,4byn,0,None,0,0.109604542,,
ENSG00000142676,ENSG00000142541,4byn,0,None,0,0.137446984,,
ENSG00000142676,ENSG00000156482,4byn,0,None,0,0.241251081,,
ENSG00000142676,ENSG00000063177,4byn,0,None,0,0.170392463,,
ENSG00000142676,ENSG00000163682,4byn,0,None,0,0.012564356,,
ENSG00000142676,ENSG00000145592,4byn,0,None,0,0.017996832,,
ENSG00000142676,ENSG00000089009,4byn,0,None,0,0.059711196,,
ENSG00000144713,ENSG00000105640,4byn,0,None,0.05,0.050423899,,
ENSG00000144713,ENSG00000198242,4byn,0,None,0.05,0.251425977,,
ENSG00000144713,ENSG00000167526,4byn,0,None,0.05,0.391218302,,
ENSG00000144713,ENSG00000172809,4byn,0,None,0.05,0.286801226,,
ENSG00000144713,ENSG00000182899,4byn,1,51,0,0.062211843,,
ENSG00000144713,ENSG00000166441,4byn,1,130.4,0,0.333822489,,
ENSG00000144713,ENSG00000089009,4byn,1,521.3,0,0.120074406,,
ENSG00000144713,ENSG00000114391,4byn,0,None,0,0.410043856,,
ENSG00000144713,ENSG00000142676,4byn,0,None,0,0.07434343,,
ENSG00000144713,ENSG00000161016,4byn,0,None,0,0.114345488,,
ENSG00000144713,ENSG00000198918,4byn,0,None,0,0.17119685,,
ENSG00000144713,ENSG00000071082,4byn,0,None,0,0.042985784,,
ENSG00000144713,ENSG00000125691,4byn,0,None,0,0.196157569,,
ENSG00000144713,ENSG00000174444,4byn,0,None,0,0.424771909,,
ENSG00000144713,ENSG00000089157,4byn,0,None,0,0.170673489,,
ENSG00000144713,ENSG00000100316,4byn,0,None,0,0.108267375,,
ENSG00000144713,ENSG00000131469,4byn,0,None,0,0.150259625,,
ENSG00000144713,ENSG00000122406,4byn,0,None,0,0.194386781,,
ENSG00000144713,ENSG00000174748,4byn,0,None,0,0.282595819,,
ENSG00000144713,ENSG00000122026,4byn,0,None,0,0.395321163,,
ENSG00000144713,ENSG00000163584,4byn,0,None,0,-0.148988398,,
ENSG00000144713,ENSG00000108298,4byn,0,None,0,0.388272729,,
ENSG00000144713,ENSG00000147604,4byn,0,None,0,0.125472701,,
ENSG00000144713,ENSG00000147403,4byn,0,None,0,0.416242054,,
